modality,signal,embedding_type,embedding_size,metric
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,idle,contrastive+autoencoder,4,1.0
visual,searching,contrastive+autoencoder,4,1.0
visual,searching,contrastive+autoencoder,4,1.0
visual,searching,contrastive+autoencoder,4,1.0
visual,searching,contrastive+autoencoder,4,0.3333333432674408
visual,searching,contrastive+autoencoder,4,1.0
visual,searching,contrastive+autoencoder,4,0.75
visual,searching,contrastive+autoencoder,4,1.0
visual,searching,contrastive+autoencoder,4,0.6000000238418579
visual,searching,contrastive+autoencoder,4,1.0
visual,searching,contrastive+autoencoder,4,0.0
visual,searching,contrastive+autoencoder,4,0.6428571343421936
visual,has_item,contrastive+autoencoder,4,0.5
visual,has_item,contrastive+autoencoder,4,1.0
visual,has_item,contrastive+autoencoder,4,1.0
visual,has_item,contrastive+autoencoder,4,0.8333333134651184
visual,has_item,contrastive+autoencoder,4,1.0
visual,has_item,contrastive+autoencoder,4,0.0
visual,has_item,contrastive+autoencoder,4,1.0
visual,has_item,contrastive+autoencoder,4,0.8999999761581421
visual,has_item,contrastive+autoencoder,4,1.0
visual,has_item,contrastive+autoencoder,4,0.5
visual,has_item,contrastive+autoencoder,4,1.0
visual,has_information,contrastive+autoencoder,4,1.0
visual,has_information,contrastive+autoencoder,4,0.5
visual,has_information,contrastive+autoencoder,4,0.75
visual,has_information,contrastive+autoencoder,4,0.5
visual,has_information,contrastive+autoencoder,4,1.0
visual,has_information,contrastive+autoencoder,4,0.0
visual,has_information,contrastive+autoencoder,4,1.0
visual,has_information,contrastive+autoencoder,4,0.5
visual,has_information,contrastive+autoencoder,4,1.0
visual,has_information,contrastive+autoencoder,4,1.0
visual,has_information,contrastive+autoencoder,4,0.0
visual,idle,contrastive,4,1.0
visual,idle,contrastive,4,0.875
visual,idle,contrastive,4,0.0
visual,idle,contrastive,4,1.0
visual,idle,contrastive,4,1.0
visual,idle,contrastive,4,1.0
visual,idle,contrastive,4,1.0
visual,idle,contrastive,4,1.0
visual,idle,contrastive,4,0.800000011920929
visual,searching,contrastive,4,1.0
visual,searching,contrastive,4,1.0
visual,searching,contrastive,4,1.0
visual,searching,contrastive,4,0.6666666865348816
visual,searching,contrastive,4,1.0
visual,searching,contrastive,4,0.25
visual,searching,contrastive,4,1.0
visual,searching,contrastive,4,0.4000000059604645
visual,searching,contrastive,4,1.0
visual,searching,contrastive,4,0.0
visual,searching,contrastive,4,0.5714285969734192
visual,has_item,contrastive,4,0.5
visual,has_item,contrastive,4,1.0
visual,has_item,contrastive,4,1.0
visual,has_item,contrastive,4,0.8333333134651184
visual,has_item,contrastive,4,1.0
visual,has_item,contrastive,4,0.0
visual,has_item,contrastive,4,1.0
visual,has_item,contrastive,4,0.8999999761581421
visual,has_item,contrastive,4,1.0
visual,has_item,contrastive,4,0.5
visual,has_item,contrastive,4,1.0
visual,has_information,contrastive,4,1.0
visual,has_information,contrastive,4,1.0
visual,has_information,contrastive,4,1.0
visual,has_information,contrastive,4,0.5
visual,has_information,contrastive,4,1.0
visual,has_information,contrastive,4,0.0
visual,has_information,contrastive,4,0.0
visual,has_information,contrastive,4,0.625
visual,has_information,contrastive,4,1.0
visual,has_information,contrastive,4,1.0
visual,has_information,contrastive,4,0.0
visual,idle,autoencoder,4,1.0
visual,idle,autoencoder,4,0.75
visual,idle,autoencoder,4,1.0
visual,idle,autoencoder,4,1.0
visual,idle,autoencoder,4,1.0
visual,idle,autoencoder,4,0.5
visual,idle,autoencoder,4,1.0
visual,idle,autoencoder,4,1.0
visual,idle,autoencoder,4,1.0
visual,searching,autoencoder,4,1.0
visual,searching,autoencoder,4,1.0
visual,searching,autoencoder,4,1.0
visual,searching,autoencoder,4,0.6666666865348816
visual,searching,autoencoder,4,1.0
visual,searching,autoencoder,4,1.0
visual,searching,autoencoder,4,1.0
visual,searching,autoencoder,4,0.6000000238418579
visual,searching,autoencoder,4,1.0
visual,searching,autoencoder,4,0.75
visual,searching,autoencoder,4,0.5
visual,has_item,autoencoder,4,0.5
visual,has_item,autoencoder,4,0.0
visual,has_item,autoencoder,4,1.0
visual,has_item,autoencoder,4,0.8333333134651184
visual,has_item,autoencoder,4,1.0
visual,has_item,autoencoder,4,0.0
visual,has_item,autoencoder,4,1.0
visual,has_item,autoencoder,4,0.8999999761581421
visual,has_item,autoencoder,4,1.0
visual,has_item,autoencoder,4,0.0
visual,has_item,autoencoder,4,1.0
visual,has_information,autoencoder,4,0.6666666865348816
visual,has_information,autoencoder,4,0.5
visual,has_information,autoencoder,4,1.0
visual,has_information,autoencoder,4,0.5
visual,has_information,autoencoder,4,1.0
visual,has_information,autoencoder,4,0.0
visual,has_information,autoencoder,4,1.0
visual,has_information,autoencoder,4,0.75
visual,has_information,autoencoder,4,1.0
visual,has_information,autoencoder,4,1.0
visual,has_information,autoencoder,4,0.0
visual,idle,random,4,0.6666666865348816
visual,idle,random,4,0.875
visual,idle,random,4,0.0
visual,idle,random,4,1.0
visual,idle,random,4,1.0
visual,idle,random,4,1.0
visual,idle,random,4,1.0
visual,idle,random,4,1.0
visual,idle,random,4,1.0
visual,searching,random,4,1.0
visual,searching,random,4,1.0
visual,searching,random,4,1.0
visual,searching,random,4,0.0
visual,searching,random,4,1.0
visual,searching,random,4,0.5
visual,searching,random,4,1.0
visual,searching,random,4,0.2000000029802322
visual,searching,random,4,1.0
visual,searching,random,4,0.0
visual,searching,random,4,0.5
visual,has_item,random,4,0.5
visual,has_item,random,4,0.0
visual,has_item,random,4,0.3333333432674408
visual,has_item,random,4,0.1666666716337204
visual,has_item,random,4,1.0
visual,has_item,random,4,0.0
visual,has_item,random,4,1.0
visual,has_item,random,4,0.8999999761581421
visual,has_item,random,4,0.6666666865348816
visual,has_item,random,4,0.5
visual,has_item,random,4,0.0
visual,has_information,random,4,1.0
visual,has_information,random,4,0.5
visual,has_information,random,4,0.25
visual,has_information,random,4,0.5
visual,has_information,random,4,1.0
visual,has_information,random,4,0.0
visual,has_information,random,4,0.0
visual,has_information,random,4,0.625
visual,has_information,random,4,1.0
visual,has_information,random,4,1.0
visual,has_information,random,4,0.0
auditory,idle,contrastive+autoencoder,4,0.3333333432674408
auditory,idle,contrastive+autoencoder,4,0.0
auditory,idle,contrastive+autoencoder,4,1.0
auditory,idle,contrastive+autoencoder,4,0.9411764740943908
auditory,idle,contrastive+autoencoder,4,0.3333333432674408
auditory,idle,contrastive+autoencoder,4,0.0
auditory,idle,contrastive+autoencoder,4,1.0
auditory,idle,contrastive+autoencoder,4,1.0
auditory,searching,contrastive+autoencoder,4,0.6666666865348816
auditory,searching,contrastive+autoencoder,4,0.9473684430122375
auditory,searching,contrastive+autoencoder,4,0.3333333432674408
auditory,searching,contrastive+autoencoder,4,1.0
auditory,searching,contrastive+autoencoder,4,0.0
auditory,searching,contrastive+autoencoder,4,0.3333333432674408
auditory,searching,contrastive+autoencoder,4,1.0
auditory,searching,contrastive+autoencoder,4,0.5
auditory,searching,contrastive+autoencoder,4,1.0
auditory,searching,contrastive+autoencoder,4,0.5
auditory,has_item,contrastive+autoencoder,4,1.0
auditory,has_item,contrastive+autoencoder,4,1.0
auditory,has_item,contrastive+autoencoder,4,0.5
auditory,has_item,contrastive+autoencoder,4,0.3333333432674408
auditory,has_item,contrastive+autoencoder,4,1.0
auditory,has_item,contrastive+autoencoder,4,1.0
auditory,has_item,contrastive+autoencoder,4,0.0
auditory,has_item,contrastive+autoencoder,4,1.0
auditory,has_information,contrastive+autoencoder,4,1.0
auditory,has_information,contrastive+autoencoder,4,1.0
auditory,has_information,contrastive+autoencoder,4,0.0
auditory,has_information,contrastive+autoencoder,4,0.0
auditory,has_information,contrastive+autoencoder,4,1.0
auditory,has_information,contrastive+autoencoder,4,1.0
auditory,has_information,contrastive+autoencoder,4,0.5
auditory,has_information,contrastive+autoencoder,4,1.0
auditory,idle,contrastive,4,0.0
auditory,idle,contrastive,4,1.0
auditory,idle,contrastive,4,1.0
auditory,idle,contrastive,4,0.9411764740943908
auditory,idle,contrastive,4,0.6666666865348816
auditory,idle,contrastive,4,0.0
auditory,idle,contrastive,4,1.0
auditory,idle,contrastive,4,1.0
auditory,searching,contrastive,4,0.6666666865348816
auditory,searching,contrastive,4,0.9473684430122375
auditory,searching,contrastive,4,0.6666666865348816
auditory,searching,contrastive,4,0.0
auditory,searching,contrastive,4,1.0
auditory,searching,contrastive,4,0.6666666865348816
auditory,searching,contrastive,4,1.0
auditory,searching,contrastive,4,1.0
auditory,searching,contrastive,4,1.0
auditory,searching,contrastive,4,0.5
auditory,has_item,contrastive,4,1.0
auditory,has_item,contrastive,4,1.0
auditory,has_item,contrastive,4,0.5
auditory,has_item,contrastive,4,0.0
auditory,has_item,contrastive,4,1.0
auditory,has_item,contrastive,4,1.0
auditory,has_item,contrastive,4,0.0
auditory,has_item,contrastive,4,1.0
auditory,has_information,contrastive,4,1.0
auditory,has_information,contrastive,4,1.0
auditory,has_information,contrastive,4,0.0
auditory,has_information,contrastive,4,0.5
auditory,has_information,contrastive,4,1.0
auditory,has_information,contrastive,4,1.0
auditory,has_information,contrastive,4,0.0
auditory,has_information,contrastive,4,1.0
auditory,idle,autoencoder,4,0.0
auditory,idle,autoencoder,4,0.0
auditory,idle,autoencoder,4,1.0
auditory,idle,autoencoder,4,0.9411764740943908
auditory,idle,autoencoder,4,0.6666666865348816
auditory,idle,autoencoder,4,0.5
auditory,idle,autoencoder,4,1.0
auditory,idle,autoencoder,4,1.0
auditory,searching,autoencoder,4,0.6666666865348816
auditory,searching,autoencoder,4,0.9473684430122375
auditory,searching,autoencoder,4,0.3333333432674408
auditory,searching,autoencoder,4,1.0
auditory,searching,autoencoder,4,0.0
auditory,searching,autoencoder,4,0.3333333432674408
auditory,searching,autoencoder,4,1.0
auditory,searching,autoencoder,4,0.5
auditory,searching,autoencoder,4,1.0
auditory,searching,autoencoder,4,0.5
auditory,has_item,autoencoder,4,0.800000011920929
auditory,has_item,autoencoder,4,1.0
auditory,has_item,autoencoder,4,0.5
auditory,has_item,autoencoder,4,0.0
auditory,has_item,autoencoder,4,1.0
auditory,has_item,autoencoder,4,1.0
auditory,has_item,autoencoder,4,0.0
auditory,has_item,autoencoder,4,1.0
auditory,has_information,autoencoder,4,0.0
auditory,has_information,autoencoder,4,1.0
auditory,has_information,autoencoder,4,0.0
auditory,has_information,autoencoder,4,0.0
auditory,has_information,autoencoder,4,1.0
auditory,has_information,autoencoder,4,1.0
auditory,has_information,autoencoder,4,0.5
auditory,has_information,autoencoder,4,1.0
auditory,idle,random,4,0.0
auditory,idle,random,4,1.0
auditory,idle,random,4,1.0
auditory,idle,random,4,0.9411764740943908
auditory,idle,random,4,0.6666666865348816
auditory,idle,random,4,0.0
auditory,idle,random,4,0.0
auditory,idle,random,4,1.0
auditory,searching,random,4,0.6666666865348816
auditory,searching,random,4,0.9473684430122375
auditory,searching,random,4,0.6666666865348816
auditory,searching,random,4,1.0
auditory,searching,random,4,0.0
auditory,searching,random,4,0.3333333432674408
auditory,searching,random,4,1.0
auditory,searching,random,4,0.5
auditory,searching,random,4,1.0
auditory,searching,random,4,0.5
auditory,has_item,random,4,0.800000011920929
auditory,has_item,random,4,1.0
auditory,has_item,random,4,0.5
auditory,has_item,random,4,0.0
auditory,has_item,random,4,0.8571428656578064
auditory,has_item,random,4,1.0
auditory,has_item,random,4,0.0
auditory,has_item,random,4,1.0
auditory,has_information,random,4,0.0
auditory,has_information,random,4,1.0
auditory,has_information,random,4,0.0
auditory,has_information,random,4,1.0
auditory,has_information,random,4,1.0
auditory,has_information,random,4,1.0
auditory,has_information,random,4,0.0
auditory,has_information,random,4,1.0
kinesthetic,idle,contrastive+autoencoder,4,0.0
kinesthetic,idle,contrastive+autoencoder,4,1.0
kinesthetic,idle,contrastive+autoencoder,4,0.6666666865348816
kinesthetic,idle,contrastive+autoencoder,4,0.0
kinesthetic,searching,contrastive+autoencoder,4,0.5
kinesthetic,searching,contrastive+autoencoder,4,0.6666666865348816
kinesthetic,searching,contrastive+autoencoder,4,1.0
kinesthetic,searching,contrastive+autoencoder,4,1.0
kinesthetic,searching,contrastive+autoencoder,4,0.5
kinesthetic,searching,contrastive+autoencoder,4,1.0
kinesthetic,searching,contrastive+autoencoder,4,1.0
kinesthetic,searching,contrastive+autoencoder,4,0.0
kinesthetic,has_item,contrastive+autoencoder,4,0.0
kinesthetic,has_item,contrastive+autoencoder,4,0.6666666865348816
kinesthetic,has_item,contrastive+autoencoder,4,0.0
kinesthetic,has_item,contrastive+autoencoder,4,0.0
kinesthetic,has_item,contrastive+autoencoder,4,1.0
kinesthetic,has_item,contrastive+autoencoder,4,0.0
kinesthetic,has_item,contrastive+autoencoder,4,1.0
kinesthetic,has_item,contrastive+autoencoder,4,1.0
kinesthetic,has_item,contrastive+autoencoder,4,0.3333333432674408
kinesthetic,has_information,contrastive+autoencoder,4,1.0
kinesthetic,has_information,contrastive+autoencoder,4,0.0
kinesthetic,has_information,contrastive+autoencoder,4,1.0
kinesthetic,has_information,contrastive+autoencoder,4,1.0
kinesthetic,has_information,contrastive+autoencoder,4,1.0
kinesthetic,has_information,contrastive+autoencoder,4,0.0
kinesthetic,idle,contrastive,4,0.0
kinesthetic,idle,contrastive,4,0.0
kinesthetic,idle,contrastive,4,0.6666666865348816
kinesthetic,idle,contrastive,4,0.0
kinesthetic,searching,contrastive,4,0.5
kinesthetic,searching,contrastive,4,0.6666666865348816
kinesthetic,searching,contrastive,4,1.0
kinesthetic,searching,contrastive,4,0.0
kinesthetic,searching,contrastive,4,0.5
kinesthetic,searching,contrastive,4,0.0
kinesthetic,searching,contrastive,4,1.0
kinesthetic,searching,contrastive,4,1.0
kinesthetic,has_item,contrastive,4,0.0
kinesthetic,has_item,contrastive,4,0.6666666865348816
kinesthetic,has_item,contrastive,4,0.0
kinesthetic,has_item,contrastive,4,0.0
kinesthetic,has_item,contrastive,4,1.0
kinesthetic,has_item,contrastive,4,0.0
kinesthetic,has_item,contrastive,4,1.0
kinesthetic,has_item,contrastive,4,1.0
kinesthetic,has_item,contrastive,4,0.6666666865348816
kinesthetic,has_information,contrastive,4,0.0
kinesthetic,has_information,contrastive,4,0.0
kinesthetic,has_information,contrastive,4,1.0
kinesthetic,has_information,contrastive,4,1.0
kinesthetic,has_information,contrastive,4,1.0
kinesthetic,has_information,contrastive,4,1.0
kinesthetic,idle,autoencoder,4,0.0
kinesthetic,idle,autoencoder,4,0.0
kinesthetic,idle,autoencoder,4,0.6666666865348816
kinesthetic,idle,autoencoder,4,0.0
kinesthetic,searching,autoencoder,4,1.0
kinesthetic,searching,autoencoder,4,0.6666666865348816
kinesthetic,searching,autoencoder,4,1.0
kinesthetic,searching,autoencoder,4,1.0
kinesthetic,searching,autoencoder,4,0.5
kinesthetic,searching,autoencoder,4,0.0
kinesthetic,searching,autoencoder,4,0.0
kinesthetic,searching,autoencoder,4,1.0
kinesthetic,has_item,autoencoder,4,0.0
kinesthetic,has_item,autoencoder,4,0.3333333432674408
kinesthetic,has_item,autoencoder,4,0.0
kinesthetic,has_item,autoencoder,4,0.5
kinesthetic,has_item,autoencoder,4,1.0
kinesthetic,has_item,autoencoder,4,0.5
kinesthetic,has_item,autoencoder,4,1.0
kinesthetic,has_item,autoencoder,4,1.0
kinesthetic,has_item,autoencoder,4,0.6666666865348816
kinesthetic,has_information,autoencoder,4,0.0
kinesthetic,has_information,autoencoder,4,0.0
kinesthetic,has_information,autoencoder,4,1.0
kinesthetic,has_information,autoencoder,4,1.0
kinesthetic,has_information,autoencoder,4,1.0
kinesthetic,has_information,autoencoder,4,0.0
kinesthetic,idle,random,4,0.0
kinesthetic,idle,random,4,0.0
kinesthetic,idle,random,4,0.6666666865348816
kinesthetic,idle,random,4,0.0
kinesthetic,searching,random,4,0.0
kinesthetic,searching,random,4,0.6666666865348816
kinesthetic,searching,random,4,0.0
kinesthetic,searching,random,4,1.0
kinesthetic,searching,random,4,0.5
kinesthetic,searching,random,4,1.0
kinesthetic,searching,random,4,0.0
kinesthetic,searching,random,4,1.0
kinesthetic,has_item,random,4,0.0
kinesthetic,has_item,random,4,0.3333333432674408
kinesthetic,has_item,random,4,1.0
kinesthetic,has_item,random,4,0.0
kinesthetic,has_item,random,4,1.0
kinesthetic,has_item,random,4,0.0
kinesthetic,has_item,random,4,0.0
kinesthetic,has_item,random,4,0.0
kinesthetic,has_item,random,4,0.6666666865348816
kinesthetic,has_information,random,4,1.0
kinesthetic,has_information,random,4,0.0
kinesthetic,has_information,random,4,1.0
kinesthetic,has_information,random,4,1.0
kinesthetic,has_information,random,4,1.0
kinesthetic,has_information,random,4,1.0
