,modality,conditioning,pretraining,embedding_type,embedding_size,task_idx,loss
315,kinesthetic,independent,raw,autoencoder,128,3,689.312628917249
316,kinesthetic,independent,raw,autoencoder,128,0,644.6531083133889
317,kinesthetic,independent,raw,autoencoder,128,1,709.5441547544514
318,kinesthetic,independent,raw,autoencoder,128,2,659.0643370366915
319,kinesthetic,independent,raw,autoencoder,128,3,689.3733380611017
320,kinesthetic,independent,raw,contrastive+autoencoder,128,0,841.9655100722291
321,kinesthetic,independent,raw,contrastive+autoencoder,128,1,935.0665467535221
322,kinesthetic,independent,raw,contrastive+autoencoder,128,2,840.5651645974187
323,kinesthetic,independent,raw,contrastive+autoencoder,128,3,917.9655197983794
324,kinesthetic,independent,raw,contrastive+autoencoder,128,0,1011.7663006586084
325,kinesthetic,independent,raw,contrastive+autoencoder,128,1,887.4314351099118
326,kinesthetic,independent,raw,contrastive+autoencoder,128,2,946.5375489000977
327,kinesthetic,independent,raw,contrastive+autoencoder,128,3,793.0866170556437
328,visual,taskconditioned,xclip_embeds,VAE,128,0,546.6580648646575
329,visual,taskconditioned,xclip_embeds,VAE,128,1,516.6143145298261
330,visual,taskconditioned,xclip_embeds,VAE,128,2,474.0961777116638
331,visual,taskconditioned,xclip_embeds,VAE,128,3,574.5990542759846
332,visual,taskconditioned,xclip_embeds,VAE,128,0,535.5757407745041
333,visual,taskconditioned,xclip_embeds,VAE,128,1,485.6996036661027
334,visual,taskconditioned,xclip_embeds,VAE,128,2,470.34645940437554
335,visual,taskconditioned,xclip_embeds,VAE,128,3,499.85819465812136
336,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,0,2856.0182087450376
337,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,1,2655.1492974371336
338,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,2,2849.8644022596145
339,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,3,2881.4471150493664
340,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,0,2722.8783135396593
341,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,1,2899.651104785777
342,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,2,2873.006745726603
343,auditory,taskconditioned,auditory_pretrained_embeddings,contrastive,128,3,2558.529214623926
344,visual,taskconditioned,raw,contrastive+autoencoder,128,0,730.5951662856969
345,visual,taskconditioned,raw,contrastive+autoencoder,128,1,483.44474136409514
346,visual,taskconditioned,raw,contrastive+autoencoder,128,2,544.3244745798518
347,visual,taskconditioned,raw,contrastive+autoencoder,128,3,497.0680495663135
348,visual,taskconditioned,raw,contrastive+autoencoder,128,0,572.0739618987044
349,visual,taskconditioned,raw,contrastive+autoencoder,128,1,673.4294735605997
350,visual,taskconditioned,raw,contrastive+autoencoder,128,2,497.86934885506383
351,visual,taskconditioned,raw,contrastive+autoencoder,128,3,589.8673287397306
352,visual,independent,raw,contrastive,128,0,486.99720798164765
353,visual,independent,raw,contrastive,128,1,594.9177634042345
354,visual,independent,raw,contrastive,128,2,593.6992242344577
355,visual,independent,raw,contrastive,128,3,695.9508868060142
356,visual,independent,raw,contrastive,128,0,666.9104348236223
357,visual,independent,raw,contrastive,128,1,504.1081351684801
358,visual,independent,raw,contrastive,128,2,650.4982697113065
359,visual,independent,raw,contrastive,128,3,577.0947676718384
360,kinesthetic,independent,AE_embeds,random,128,0,1011.6580201264818
361,kinesthetic,independent,AE_embeds,random,128,1,980.5530253783753
362,kinesthetic,independent,AE_embeds,random,128,2,1010.2876914568413
363,kinesthetic,independent,AE_embeds,random,128,3,999.6008787882836
364,kinesthetic,independent,AE_embeds,random,128,0,1003.8675925727996
365,kinesthetic,independent,AE_embeds,random,128,1,986.2750922159445
366,kinesthetic,independent,AE_embeds,random,128,2,1020.8633656545992
367,kinesthetic,independent,AE_embeds,random,128,3,1003.9104873083304
368,auditory,independent,auditory_pretrained_embeddings,VAE,128,0,
369,auditory,independent,auditory_pretrained_embeddings,VAE,128,1,
370,auditory,independent,auditory_pretrained_embeddings,VAE,128,2,
371,auditory,independent,auditory_pretrained_embeddings,VAE,128,3,2678.4292122899324
372,auditory,independent,auditory_pretrained_embeddings,VAE,128,0,
373,auditory,independent,auditory_pretrained_embeddings,VAE,128,1,
374,auditory,independent,auditory_pretrained_embeddings,VAE,128,2,
375,auditory,independent,auditory_pretrained_embeddings,VAE,128,3,2770.0319720755183
376,auditory,taskconditioned,ast_embeds,VAE,128,0,2320.043707973788
377,auditory,taskconditioned,ast_embeds,VAE,128,1,2389.740705561357
378,auditory,taskconditioned,ast_embeds,VAE,128,2,2345.617508716822
379,auditory,taskconditioned,ast_embeds,VAE,128,3,2378.2651211986995
380,auditory,taskconditioned,ast_embeds,VAE,128,0,2054.488294773469
381,auditory,taskconditioned,ast_embeds,VAE,128,1,2351.6073341822
382,auditory,taskconditioned,ast_embeds,VAE,128,2,2037.6977094098138
383,auditory,taskconditioned,ast_embeds,VAE,128,3,2184.374331554274
384,auditory,taskconditioned,ast_embeds,contrastive,128,0,2838.6647707373286
385,auditory,taskconditioned,ast_embeds,contrastive,128,1,2642.8472496878812
386,auditory,taskconditioned,ast_embeds,contrastive,128,2,2757.7784651152865
387,auditory,taskconditioned,ast_embeds,contrastive,128,3,2714.441531478963
388,auditory,taskconditioned,ast_embeds,contrastive,128,0,2759.172124121594
389,auditory,taskconditioned,ast_embeds,contrastive,128,1,2785.861944105552
390,auditory,taskconditioned,ast_embeds,contrastive,128,2,2733.671832264437
391,auditory,taskconditioned,ast_embeds,contrastive,128,3,2618.669416922941
392,auditory,independent,ast_embeds,contrastive,128,0,2549.1664652549466
393,auditory,independent,ast_embeds,contrastive,128,1,2868.2544043528046
394,auditory,independent,ast_embeds,contrastive,128,2,2656.1580636196577
395,auditory,independent,ast_embeds,contrastive,128,3,2811.1160299980725
396,auditory,independent,ast_embeds,contrastive,128,0,2485.188226398789
397,auditory,independent,ast_embeds,contrastive,128,1,3002.637389512065
398,auditory,independent,ast_embeds,contrastive,128,2,3120.2244028719906
399,auditory,independent,ast_embeds,contrastive,128,3,2566.914263258008
400,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,0,560.7473634585792
401,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,1,527.7556476536625
402,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,2,681.3423694015506
403,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,3,501.31458459135735
404,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,0,600.3133567675486
405,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,1,672.8624490996258
406,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,2,498.43624095586455
407,visual,taskconditioned,clip_embeds,contrastive+autoencoder,128,3,597.8352196197982
408,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,0,739.1819700074728
409,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,1,692.4280150891462
410,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,2,682.3975398872425
411,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,3,722.4346701231624
412,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,0,768.7373281296138
413,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,1,754.0840525696995
414,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,2,735.8024701192247
415,kinesthetic,taskconditioned,AE_embeds,contrastive+autoencoder,128,3,726.0292338902361
416,visual,independent,clip_embeds,VAE,128,0,677.7695270402456
417,visual,independent,clip_embeds,VAE,128,1,597.6944403987846
418,visual,independent,clip_embeds,VAE,128,2,503.44923426447764
419,visual,independent,clip_embeds,VAE,128,3,599.0579228799069
420,visual,independent,clip_embeds,VAE,128,0,542.5478011689924
421,visual,independent,clip_embeds,VAE,128,1,611.657976389455
422,visual,independent,clip_embeds,VAE,128,2,538.1070153319702
423,visual,independent,clip_embeds,VAE,128,3,484.35212060795726
424,visual,taskconditioned,raw,random,128,0,628.7520492597957
425,visual,taskconditioned,raw,random,128,1,522.9114991467249
426,visual,taskconditioned,raw,random,128,2,647.506124363474
427,visual,taskconditioned,raw,random,128,3,551.2080030760069
428,visual,taskconditioned,raw,random,128,0,518.1826178081868
429,visual,taskconditioned,raw,random,128,1,558.3741094709665
430,visual,taskconditioned,raw,random,128,2,697.527752522738
431,visual,taskconditioned,raw,random,128,3,664.7061598582859
432,kinesthetic,taskconditioned,AE_embeds,contrastive,128,0,949.6777743729847
433,kinesthetic,taskconditioned,AE_embeds,contrastive,128,1,1015.8191170575126
434,kinesthetic,taskconditioned,AE_embeds,contrastive,128,2,987.4576328764914
435,kinesthetic,taskconditioned,AE_embeds,contrastive,128,3,1036.714174782229
436,kinesthetic,taskconditioned,AE_embeds,contrastive,128,0,1009.8130623536193
437,kinesthetic,taskconditioned,AE_embeds,contrastive,128,1,1000.5806883437916
438,kinesthetic,taskconditioned,AE_embeds,contrastive,128,2,995.5063545374669
439,kinesthetic,taskconditioned,AE_embeds,contrastive,128,3,987.2550428173017
440,visual,independent,xclip_embeds,contrastive,128,0,577.6501088428622
441,visual,independent,xclip_embeds,contrastive,128,1,529.6179220045424
442,visual,independent,xclip_embeds,contrastive,128,2,452.94101571430747
443,visual,independent,xclip_embeds,contrastive,128,3,468.14875373277704
444,visual,independent,xclip_embeds,contrastive,128,0,527.0393196757421
445,visual,independent,xclip_embeds,contrastive,128,1,620.1363629946693
446,visual,independent,xclip_embeds,contrastive,128,2,712.5996714123224
447,visual,independent,xclip_embeds,contrastive,128,3,592.2036694743077
448,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,0,2798.785020244302
449,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,1,2907.7566547853717
450,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,2,2952.5413906260214
451,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,3,3013.410594381865
452,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,0,2664.638492251854
453,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,1,2652.30115964088
454,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,2,2666.155143267148
455,auditory,taskconditioned,ast_embeds,contrastive+autoencoder,128,3,2565.5290828884777
456,kinesthetic,taskconditioned,raw,contrastive,128,0,953.7638528958274
457,kinesthetic,taskconditioned,raw,contrastive,128,1,982.2548650815191
458,kinesthetic,taskconditioned,raw,contrastive,128,2,1000.8641538528924
459,kinesthetic,taskconditioned,raw,contrastive,128,3,985.713765351007
460,kinesthetic,taskconditioned,raw,contrastive,128,0,914.1791651006013
461,kinesthetic,taskconditioned,raw,contrastive,128,1,918.8687909858385
462,kinesthetic,taskconditioned,raw,contrastive,128,2,921.5539260949625
463,kinesthetic,taskconditioned,raw,contrastive,128,3,943.9248256100707
464,auditory,independent,ast_embeds,autoencoder,128,0,2097.420208249694
465,auditory,independent,ast_embeds,autoencoder,128,1,2054.0129368996822
466,auditory,independent,ast_embeds,autoencoder,128,2,2069.5394452909336
467,auditory,independent,ast_embeds,autoencoder,128,3,2042.7765433213892
468,auditory,independent,ast_embeds,autoencoder,128,0,2067.7713844564446
469,auditory,independent,ast_embeds,autoencoder,128,1,1921.2442666534832
470,auditory,independent,ast_embeds,autoencoder,128,2,2034.4171454878924
471,auditory,independent,ast_embeds,autoencoder,128,3,2156.829735067653
472,auditory,independent,raw,random,128,0,2837.385363821975
473,auditory,independent,raw,random,128,1,2730.202016631412
474,auditory,independent,raw,random,128,2,2664.6501540969634
475,auditory,independent,raw,random,128,3,2631.9522986815205
476,auditory,independent,raw,random,128,0,2755.7956491796667
477,auditory,independent,raw,random,128,1,3148.189966311418
478,auditory,independent,raw,random,128,2,2674.047162182787
479,auditory,independent,raw,random,128,3,2911.685195604756
480,auditory,taskconditioned,ast_embeds,autoencoder,128,0,2133.6183585603635
481,auditory,taskconditioned,ast_embeds,autoencoder,128,1,2380.063216154528
482,auditory,taskconditioned,ast_embeds,autoencoder,128,2,2366.769312818819
483,auditory,taskconditioned,ast_embeds,autoencoder,128,3,2456.6949560668463
484,auditory,taskconditioned,ast_embeds,autoencoder,128,0,2097.4812940486395
485,auditory,taskconditioned,ast_embeds,autoencoder,128,1,2369.1620388408896
486,auditory,taskconditioned,ast_embeds,autoencoder,128,2,2373.822015011649
487,auditory,taskconditioned,ast_embeds,autoencoder,128,3,2483.906648575909
488,kinesthetic,taskconditioned,raw,VAE,128,0,936.1770659760599
489,kinesthetic,taskconditioned,raw,VAE,128,1,959.52648242688
490,kinesthetic,taskconditioned,raw,VAE,128,2,932.0424978693608
491,kinesthetic,taskconditioned,raw,VAE,128,3,936.5562599736652
492,kinesthetic,taskconditioned,raw,VAE,128,0,948.4955516637937
493,kinesthetic,taskconditioned,raw,VAE,128,1,913.1626842609177
494,kinesthetic,taskconditioned,raw,VAE,128,2,952.7483659209475
495,kinesthetic,taskconditioned,raw,VAE,128,3,956.0684539248808
496,kinesthetic,taskconditioned,raw,random,128,0,1033.6739988361448
497,kinesthetic,taskconditioned,raw,random,128,1,1016.6709439211766
498,kinesthetic,taskconditioned,raw,random,128,2,1007.0366784962517
499,kinesthetic,taskconditioned,raw,random,128,3,1031.7232180147155
500,kinesthetic,taskconditioned,raw,random,128,0,1011.3396451777393
501,kinesthetic,taskconditioned,raw,random,128,1,971.2574171762597
502,kinesthetic,taskconditioned,raw,random,128,2,991.1871321418846
503,kinesthetic,taskconditioned,raw,random,128,3,1012.4024620763992
504,visual,taskconditioned,clip_embeds,random,128,0,746.7952930978407
505,visual,taskconditioned,clip_embeds,random,128,1,610.1940217420641
506,visual,taskconditioned,clip_embeds,random,128,2,544.8774079886708
507,visual,taskconditioned,clip_embeds,random,128,3,664.6501321079985
508,visual,taskconditioned,clip_embeds,random,128,0,766.3357336415847
509,visual,taskconditioned,clip_embeds,random,128,1,574.4548051133319
510,visual,taskconditioned,clip_embeds,random,128,2,587.3071595121304
511,visual,taskconditioned,clip_embeds,random,128,3,596.8053810096305
512,visual,independent,raw,autoencoder,128,0,549.7700786497426
513,visual,independent,raw,autoencoder,128,1,612.5520432240402
514,visual,independent,raw,autoencoder,128,2,447.6398746826919
515,visual,independent,raw,autoencoder,128,3,514.5444780850015
516,visual,independent,raw,autoencoder,128,0,592.2994569662908
517,visual,independent,raw,autoencoder,128,1,569.8760702861767
518,visual,independent,raw,autoencoder,128,2,622.8949159405823
519,visual,independent,raw,autoencoder,128,3,458.91029322911896
520,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,0,924.441655476802
521,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,1,898.3603950187799
522,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,2,828.2456366919189
523,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,3,822.8356021143316
524,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,0,891.2789579916134
525,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,1,868.4279945637212
526,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,2,904.2748783033684
527,kinesthetic,independent,AE_embeds,contrastive+autoencoder,128,3,865.651201113602
528,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,0,2398.2326609777933
529,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,1,1946.6376998573362
530,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,2,1841.3658893073016
531,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,3,2181.5481959861645
532,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,0,2273.561615689694
533,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,1,2201.831661933827
534,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,2,1852.3258181245446
535,auditory,taskconditioned,auditory_pretrained_embeddings,autoencoder,128,3,1694.5719189815054
536,auditory,taskconditioned,ast_embeds,random,128,0,2879.334348812868
537,auditory,taskconditioned,ast_embeds,random,128,1,2477.9945225682145
538,auditory,taskconditioned,ast_embeds,random,128,2,2740.0495547344003
539,auditory,taskconditioned,ast_embeds,random,128,3,2977.0482018232447
540,auditory,taskconditioned,ast_embeds,random,128,0,2664.730030751272
541,auditory,taskconditioned,ast_embeds,random,128,1,2751.8465020239164
542,auditory,taskconditioned,ast_embeds,random,128,2,3033.3566641843113
543,auditory,taskconditioned,ast_embeds,random,128,3,2757.4623620775014
544,auditory,independent,raw,VAE,128,0,2171.37245162339
545,auditory,independent,raw,VAE,128,1,2165.812192720207
546,auditory,independent,raw,VAE,128,2,2248.5752951420104
547,auditory,independent,raw,VAE,128,3,2222.4543767305363
548,auditory,independent,raw,VAE,128,0,2344.6599608702895
549,auditory,independent,raw,VAE,128,1,2385.905577803657
550,auditory,independent,raw,VAE,128,2,2005.9456706405974
551,auditory,independent,raw,VAE,128,3,2412.5258024306004
552,auditory,independent,raw,contrastive+autoencoder,128,0,2416.5786793740026
553,auditory,independent,raw,contrastive+autoencoder,128,1,2650.9583065903694
554,auditory,independent,raw,contrastive+autoencoder,128,2,2694.722180959828
555,auditory,independent,raw,contrastive+autoencoder,128,3,3106.7540346809706
556,auditory,independent,raw,contrastive+autoencoder,128,0,2552.520865298697
557,auditory,independent,raw,contrastive+autoencoder,128,1,2489.8318146487522
558,auditory,independent,raw,contrastive+autoencoder,128,2,2588.9827202919814
559,auditory,independent,raw,contrastive+autoencoder,128,3,2579.766343422462
560,visual,independent,raw,random,128,0,550.1812700977501
561,visual,independent,raw,random,128,1,628.7122977910274
562,visual,independent,raw,random,128,2,518.2333743449777
563,visual,independent,raw,random,128,3,693.6258469936442
564,visual,independent,raw,random,128,0,653.030649959271
565,visual,independent,raw,random,128,1,537.1639934822141
566,visual,independent,raw,random,128,2,535.2137461160272
567,visual,independent,raw,random,128,3,545.167440725024
568,visual,independent,clip_embeds,random,128,0,528.069698959246
569,visual,independent,clip_embeds,random,128,1,665.0664894055982
570,visual,independent,clip_embeds,random,128,2,537.2846972051378
571,visual,independent,clip_embeds,random,128,3,691.8031017514153
572,visual,independent,clip_embeds,random,128,0,616.4124539524036
573,visual,independent,clip_embeds,random,128,1,630.1349419183576
574,visual,independent,clip_embeds,random,128,2,604.7045165790231
575,visual,independent,clip_embeds,random,128,3,600.5756051947169
576,kinesthetic,taskconditioned,raw,autoencoder,128,0,638.8387600757409
577,kinesthetic,taskconditioned,raw,autoencoder,128,1,625.8414173583806
578,kinesthetic,taskconditioned,raw,autoencoder,128,2,616.8541652223446
579,kinesthetic,taskconditioned,raw,autoencoder,128,3,634.6901061514318
580,kinesthetic,taskconditioned,raw,autoencoder,128,0,611.4572546178736
581,kinesthetic,taskconditioned,raw,autoencoder,128,1,641.0583136130788
582,kinesthetic,taskconditioned,raw,autoencoder,128,2,610.9476004494202
583,kinesthetic,taskconditioned,raw,autoencoder,128,3,682.257180718251
584,kinesthetic,independent,raw,random,128,0,1020.6266587991647
585,kinesthetic,independent,raw,random,128,1,969.6171079257144
586,kinesthetic,independent,raw,random,128,2,983.5222889591843
587,kinesthetic,independent,raw,random,128,3,883.439066129764
588,kinesthetic,independent,raw,random,128,0,901.41284757053
589,kinesthetic,independent,raw,random,128,1,887.0263545427568
590,kinesthetic,independent,raw,random,128,2,877.7677941757022
591,kinesthetic,independent,raw,random,128,3,926.8859291916581
592,visual,independent,xclip_embeds,autoencoder,128,0,375.3142247040399
593,visual,independent,xclip_embeds,autoencoder,128,1,443.67456118758747
594,visual,independent,xclip_embeds,autoencoder,128,2,394.28740397483654
595,visual,independent,xclip_embeds,autoencoder,128,3,335.4020699741197
596,visual,independent,xclip_embeds,autoencoder,128,0,337.82990275725496
597,visual,independent,xclip_embeds,autoencoder,128,1,413.2501079538544
598,visual,independent,xclip_embeds,autoencoder,128,2,322.63384337007153
599,visual,independent,xclip_embeds,autoencoder,128,3,400.2293556646814
600,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,0,693.9138289267761
601,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,1,712.2825056147478
602,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,2,694.7314896476042
603,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,3,791.5438620112907
604,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,0,691.2069288388675
605,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,1,740.8465919958119
606,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,2,690.1699883578228
607,kinesthetic,taskconditioned,AE_embeds,autoencoder,128,3,719.1542833080031
608,kinesthetic,independent,AE_embeds,VAE,128,0,559.6019741868165
609,kinesthetic,independent,AE_embeds,VAE,128,1,574.0171852436566
610,kinesthetic,independent,AE_embeds,VAE,128,2,521.7617444050862
611,kinesthetic,independent,AE_embeds,VAE,128,3,573.9117178188832
612,kinesthetic,independent,AE_embeds,VAE,128,0,585.1624572441432
613,kinesthetic,independent,AE_embeds,VAE,128,1,574.4520665522315
614,kinesthetic,independent,AE_embeds,VAE,128,2,522.4434121267567
615,kinesthetic,independent,AE_embeds,VAE,128,3,584.5513683300301
616,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,0,578.8044488544195
617,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,1,633.8159532124229
618,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,2,610.2537197790609
619,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,3,638.0792402168975
620,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,0,606.1144999370465
621,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,1,658.1406780130047
622,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,2,635.5445723503615
623,kinesthetic,taskconditioned,raw,contrastive+autoencoder,128,3,622.2563026148139
624,visual,independent,xclip_embeds,random,128,0,480.96745580559445
625,visual,independent,xclip_embeds,random,128,1,516.9681410885768
626,visual,independent,xclip_embeds,random,128,2,463.5910321502708
627,visual,independent,xclip_embeds,random,128,3,462.41399000334985
628,visual,independent,xclip_embeds,random,128,0,474.5496729095112
629,visual,independent,xclip_embeds,random,128,1,526.882330574108
630,visual,independent,xclip_embeds,random,128,2,630.2818631453214
631,visual,independent,xclip_embeds,random,128,3,556.1545237259464
632,kinesthetic,taskconditioned,AE_embeds,random,128,0,1001.8794741942921
633,kinesthetic,taskconditioned,AE_embeds,random,128,1,976.352580037453
634,kinesthetic,taskconditioned,AE_embeds,random,128,2,998.1412310222225
635,kinesthetic,taskconditioned,AE_embeds,random,128,3,982.2115970094536
636,kinesthetic,taskconditioned,AE_embeds,random,128,0,994.0998462463697
637,kinesthetic,taskconditioned,AE_embeds,random,128,1,1043.2487569657862
638,kinesthetic,taskconditioned,AE_embeds,random,128,2,990.7211510373976
639,kinesthetic,taskconditioned,AE_embeds,random,128,3,1052.7580479383594
