condition,rank,signal,trial,modality,id,pid,name,time
VAE,0,has_item,0,visual,1664,10,512_8701_8701098.jpg,1713908663054
contrastive,1,has_item,0,visual,4016,10,512_9534_9534753.jpg,1713908663054
contrastive+autoencoder,2,has_item,0,visual,5276,10,512_10292_10292528.jpg,1713908663054
autoencoder,3,has_item,0,visual,5414,10,512_10399_10399029.jpg,1713908663054
contrastive+VAE,4,has_item,0,visual,891,10,512_8485_8485615.jpg,1713908663054
contrastive+VAE,0,has_item,1,visual,5523,10,512_10402_10402155.jpg,1713908707867
random,1,has_item,1,visual,1116,10,512_8722_8722636.jpg,1713908707867
contrastive,2,has_item,1,visual,347,10,512_8722_8722522.jpg,1713908707867
autoencoder,3,has_item,1,visual,2263,10,512_8793_8793318.jpg,1713908707867
VAE,4,has_item,1,visual,1376,10,512_7308_7308546.jpg,1713908707867
autoencoder,0,has_item,2,visual,3754,10,512_9284_9284658.jpg,1713908807857
contrastive+VAE,1,has_item,2,visual,5254,10,512_10282_10282564.jpg,1713908807857
contrastive+autoencoder,2,has_item,2,visual,1081,10,512_8798_8798012.jpg,1713908807857
VAE,3,has_item,2,visual,5174,10,512_10195_10195190.jpg,1713908807857
random,4,has_item,2,visual,2999,10,512_9121_9121591.jpg,1713908807857
VAE,0,has_item,3,visual,1913,10,512_8609_8609987.jpg,1713908867922
contrastive,1,has_item,3,visual,1837,10,512_8369_8369411.jpg,1713908867922
random,2,has_item,3,visual,3642,10,512_9263_9263797.jpg,1713908867922
contrastive+VAE,3,has_item,3,visual,3633,10,512_9263_9263778.jpg,1713908867922
contrastive+autoencoder,4,has_item,3,visual,4941,10,512_10163_10163270.jpg,1713908867922
random,0,has_item,4,visual,2999,10,512_9121_9121591.jpg,1713908910971
contrastive+autoencoder,1,has_item,4,visual,4941,10,512_10163_10163270.jpg,1713908910971
VAE,2,has_item,4,visual,1376,10,512_7308_7308546.jpg,1713908910971
contrastive+VAE,3,has_item,4,visual,3166,10,512_9080_9080629.jpg,1713908910971
contrastive+VAE,4,has_item,4,visual,891,10,512_8485_8485615.jpg,1713908910971
contrastive+autoencoder,0,has_item,5,visual,877,10,512_7158_7158902.jpg,1713908943248
contrastive+VAE,1,has_item,5,visual,1956,10,512_8270_8270867.jpg,1713908943248
contrastive,2,has_item,5,visual,2740,10,512_8801_8801211.jpg,1713908943248
autoencoder,3,has_item,5,visual,4180,10,512_9575_9575765.jpg,1713908943248
random,4,has_item,5,visual,3382,10,512_9197_9197218.jpg,1713908943248
contrastive+VAE,0,has_item,6,visual,3683,10,512_9284_9284523.jpg,1713908970168
contrastive,1,has_item,6,visual,3806,10,512_9305_9305888.jpg,1713908970168
contrastive+autoencoder,2,has_item,6,visual,2465,10,512_8824_8824851.jpg,1713908970168
random,3,has_item,6,visual,5727,10,512_10606_10606283.jpg,1713908970168
VAE,4,has_item,6,visual,3004,10,512_8716_8716421.jpg,1713908970168
VAE,0,has_item,7,visual,5165,10,512_10195_10195181.jpg,1713908998876
autoencoder,1,has_item,7,visual,5186,10,512_10195_10195202.jpg,1713908998876
random,2,has_item,7,visual,5180,10,512_10195_10195196.jpg,1713908998877
contrastive+VAE,3,has_item,7,visual,5649,10,512_10519_10519144.jpg,1713908998877
contrastive,4,has_item,7,visual,5812,10,512_10606_10606443.jpg,1713908998877
contrastive+VAE,0,has_item,8,visual,5013,10,512_10181_10181418.jpg,1713909025828
VAE,1,has_item,8,visual,1478,10,512_8270_8270834.jpg,1713909025828
contrastive,2,has_item,8,visual,1783,10,512_8722_8722399.jpg,1713909025828
contrastive+autoencoder,3,has_item,8,visual,5797,10,512_10606_10606421.jpg,1713909025828
autoencoder,4,has_item,8,visual,244,10,512_6416_6416369.jpg,1713909025828
random,0,has_item,9,visual,3382,10,512_9197_9197218.jpg,1713909053867
contrastive,1,has_item,9,visual,5812,10,512_10606_10606443.jpg,1713909053867
VAE,2,has_item,9,visual,3004,10,512_8716_8716421.jpg,1713909053867
autoencoder,3,has_item,9,visual,244,10,512_6416_6416369.jpg,1713909053867
contrastive+VAE,4,has_item,9,visual,891,10,512_8485_8485615.jpg,1713909053867